LoadID,LoadNumber,Status,ShipperID,CarrierID,OriginCity,OriginState,OriginZip,DestCity,DestState,DestZip,PickupDate,DeliveryDate,EquipmentType,Commodity,WeightLbs,Miles,CustomerRate,CarrierRate,FuelSurcharge,PONumber,BOLNumber,PRONumber,PODReceived,ExceptionNotes,DriverName,DriverPhone,CreatedAt
457,MF-10457,Delivered,97,20,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-20,2026-08-25,Van,Retail freight,17363,471,2933,2412,377.16,PO-7700457,BOL542244,,Y,,,,2026-05-18 00:00:00
458,MF-10458,Available,98,,Chicago,IL,60608,Dallas,TX,75212,2026-08-23,2026-08-25,Flatbed,Beverages,30849,318,1408,,129.86,PO-4200458,BOL537859,PRO6195935,N,,,,2026-05-19 00:00:00
459,MF-10459,In Transit,99,76,Atlanta,GA,30318,Miami,FL,33142,2026-08-14,2026-08-18,Flatbed,Electronics,29313,362,4519,3809,564.46,PO-7900459,BOL796781,PRO7496727,N,,Luis Brooks,555-716-8551,2026-05-20 00:00:00
460,MF-10460,Delivered,100,6,Newark,NJ,07105,Charlotte,NC,28208,2026-07-13,2026-07-18,Flatbed,Beverages,9625,1351,4045,3205,390.59,PO-8000460,BOL934832,PRO6181610,Y,,,,2026-05-21 00:00:00
461,MF-10461,In Transit,101,11,Atlanta,GA,30318,Miami,FL,33142,2026-08-16,2026-08-21,Van,Electronics,9223,426,2175,1925,283.32,PO-8200461,BOL657695,,N,,Elena Shah,555-254-9548,2026-05-22 00:00:00
462,MF-10462,Delivered,102,67,Newark,NJ,07105,Charlotte,NC,28208,2026-07-25,2026-07-30,Van,Lumber,9524,876,3045,2626,393.25,PO-6700462,BOL289276,PRO9856721,Y,,,,2026-05-23 00:00:00
463,MF-10463,Delivered,103,13,Kansas City,MO,64120,Denver,CO,80216,2026-08-14,2026-08-15,Flatbed,Auto parts,28106,1014,2148,1752,191.09,PO-8300463,BOL277409,,Y,,,,2026-05-24 00:00:00
464,MF-10464,Cancelled,104,39,Kansas City,MO,64120,Denver,CO,80216,2026-08-22,2026-08-23,Reefer,Frozen food,24903,949,2710,2167,458.81,PO-4700464,BOL154398,,N,,,,2026-05-25 00:00:00
465,MF-10465,Dispatched,105,140,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-19,2026-08-24,Flatbed,Plastic resin,9894,1014,3303,2832,285.86,PO-8000465,BOL345094,PRO1312439,N,,Priya Hernandez,555-262-6215,2026-05-26 00:00:00
466,MF-10466,Delivered,106,118,Indianapolis,IN,46225,Columbus,OH,43215,2026-07-25,2026-07-30,Van,Steel coils,21333,1783,3226,2554,463.19,PO-4900466,BOL491438,PRO3821731,Y,,,,2026-05-27 00:00:00
467,MF-10467,Dispatched,107,6,Dallas,TX,75212,Atlanta,GA,30318,2026-08-18,2026-08-22,Van,Beverages,25911,1404,1402,1105,241.40,PO-5600467,BOL980266,PRO6895814,N,,Kate Kim,555-868-3742,2026-05-28 00:00:00
468,MF-10468,Covered,108,37,Detroit,MI,48209,Cleveland,OH,44113,2026-08-17,2026-08-22,Van,Auto parts,13879,989,4427,3784,385.12,PO-8400468,BOL228950,PRO5688532,N,,,,2026-05-29 00:00:00
469,MF-10469,Covered,109,44,Dallas,TX,75212,Atlanta,GA,30318,2026-08-17,2026-08-22,Flatbed,Retail freight,37669,739,4001,3267,621.23,PO-5500469,BOL794447,PRO6731597,N,,,,2026-05-30 00:00:00
470,MF-10470,Delivered,110,115,Houston,TX,77029,Los Angeles,CA,90021,2026-08-23,2026-08-25,Van,Electronics,40045,1741,1439,1257,174.57,PO-6500470,BOL664271,,Y,,,,2026-05-31 00:00:00
471,MF-10471,Covered,111,120,Chicago,IL,60608,Newark,NJ,07105,2026-08-18,2026-08-19,Reefer,Frozen food,31459,972,2845,2606,334.68,PO-5100471,BOL979908,PRO1141455,N,,,,2026-06-01 00:00:00
472,MF-10472,Delivered,112,2,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-01,2026-08-05,Van,Dry grocery,13896,1851,4187,3805,484.78,PO-7900472,BOL755608,,Y,,,,2026-06-02 00:00:00
473,MF-10473,Dispatched,113,5,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-19,2026-08-22,Reefer,Beverages,26176,1345,4763,4140,433.88,PO-7200473,BOL618008,,N,,Kate Singh,555-207-4212,2026-06-03 00:00:00
474,MF-10474,Delivered,114,17,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-17,2026-08-22,Flatbed,Frozen food,25978,572,3734,3359,627.69,PO-8300474,BOL124240,PRO9941274,Y,,,,2026-06-04 00:00:00
475,MF-10475,In Transit,115,115,Salt Lake City,UT,84104,Boise,ID,83702,2026-08-26,2026-08-30,Flatbed,Dry grocery,31689,1239,1898,1661,240.40,PO-8800475,BOL145576,PRO4767293,N,,Omar Chen,555-616-5489,2026-06-05 00:00:00
476,MF-10476,Delivered,116,44,El Paso,TX,79901,Albuquerque,NM,87102,2026-06-18,2026-06-22,Van,Plastic resin,22786,1592,1735,1567,278.93,PO-6700476,BOL178056,PRO4303044,Y,,,,2026-06-06 00:00:00
477,MF-10477,Delivered,117,4,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-17,2026-08-18,Reefer,Frozen food,24197,400,3965,3611,650.46,PO-7000477,BOL349937,PRO1913231,Y,,,,2026-06-07 00:00:00
478,MF-10478,Covered,118,112,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-25,2026-08-30,Reefer,Frozen food,11977,2057,3961,3337,366.32,PO-4200478,BOL495727,,N,,,,2026-06-08 00:00:00
479,MF-10479,Covered,119,8,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-14,2026-08-16,Reefer,Freshline dairy,11656,1325,3901,3384,337.74,PO-4300479,BOL409242,PRO7739123,N,,,,2026-06-09 00:00:00
480,MF-10480,Delivered,120,144,Newark,NJ,07105,Charlotte,NC,28208,2026-07-27,2026-08-01,Flatbed,Electronics,14637,875,2972,2511,364.99,PO-8100480,BOL808602,PRO8618143,N,,,,2026-06-10 00:00:00
481,MF-10481,In Transit,1,2,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-25,2026-08-26,Flatbed,Frozen food,39548,1664,4010,3413,463.31,PO-7900481,BOL566222,,N,,Jamal Singh,555-786-3064,2026-06-11 00:00:00
482,MF-10482,Delivered,2,42,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-18,2026-08-20,Flatbed,Plastic resin,43464,1768,4069,3603,452.14,PO-4900482,BOL254569,PRO6752912,Y,,,,2026-06-12 00:00:00
483,MF-10483,Delivered,3,119,Newark,NJ,07105,Charlotte,NC,28208,2026-06-20,2026-06-25,Flatbed,Auto parts,11578,1044,3477,3110,472.68,PO-6200483,BOL304899,PRO4376603,N,,,,2026-06-13 00:00:00
484,MF-10484,Dispatched,4,125,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-23,2026-08-27,Flatbed,Beverages,14871,1110,3923,3224,442.76,PO-4200484,BOL620021,,N,,Kate Johnson,555-792-6499,2026-06-14 00:00:00
485,MF-10485,Delivered,5,73,Indianapolis,IN,46225,Columbus,OH,43215,2026-05-29,2026-05-31,Flatbed,Paper rolls,32635,600,4408,3912,711.74,PO-6500485,BOL293194,PRO1112833,Y,,,,2026-06-15 00:00:00
486,MF-10486,Delivered,6,94,Indianapolis,IN,46225,Columbus,OH,43215,2026-07-11,2026-07-12,Van,Auto parts,31587,269,2196,1906,376.11,PO-4100486,BOL308795,,Y,,,,2026-06-16 00:00:00
487,MF-10487,Delivered,7,1,Detroit,MI,48209,Cleveland,OH,44113,2026-08-03,2026-08-06,Van,Dry grocery,9375,1882,2121,1904,362.83,PO-8300487,BOL243910,PRO2861751,Y,,,,2026-06-17 00:00:00
488,MF-10488,Delivered,8,31,Detroit,MI,48209,Cleveland,OH,44113,2026-07-17,2026-07-21,Reefer,Beverages,36424,1978,3558,3261,639.62,PO-8500488,BOL168553,,Y,,,,2026-06-18 00:00:00
489,MF-10489,Available,9,,Dallas,TX,75212,Atlanta,GA,30318,2026-08-14,2026-08-16,Van,Lumber,28837,1407,2949,,440.68,PO-6700489,BOL767044,,N,,,,2026-06-19 00:00:00
490,MF-10490,Delivered,10,145,Chicago,IL,60608,Newark,NJ,07105,2026-06-18,2026-06-21,Van,Retail freight,41309,1376,3978,3545,665.46,PO-7100490,BOL319401,PRO8896486,Y,,,,2026-06-20 00:00:00
491,MF-10491,Dispatched,11,54,Chicago,IL,60608,Newark,NJ,07105,2026-08-24,2026-08-29,Flatbed,Lumber,39673,1645,2133,1759,250.39,PO-7100491,BOL596771,,N,,Hannah Diaz,555-731-8606,2026-06-21 00:00:00
492,MF-10492,Delivered,12,26,Houston,TX,77029,Los Angeles,CA,90021,2026-07-30,2026-08-01,Reefer,Freshline dairy,32517,701,3140,2839,430.61,PO-7500492,BOL188876,,Y,,,,2026-06-22 00:00:00
493,MF-10493,Delivered,13,30,St. Louis,MO,63102,Kansas City,MO,64120,2026-06-20,2026-06-23,Flatbed,Dry grocery,36344,1017,3944,3262,493.45,PO-6300493,BOL943584,PRO5580506,Y,,,,2026-06-23 00:00:00
494,MF-10494,Delivered,14,34,Minneapolis,MN,55401,Chicago,IL,60608,2026-06-30,2026-07-02,Flatbed,Frozen food,43825,1498,1737,1426,226.12,PO-4500494,BOL924047,,Y,,,,2026-06-24 00:00:00
495,MF-10495,Delivered,15,5,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-16,2026-08-19,Flatbed,Paper rolls,25987,570,4165,3440,459.28,PO-8500495,BOL733375,PRO5381125,Y,,,,2026-06-25 00:00:00
496,MF-10496,Delivered,16,144,Salt Lake City,UT,84104,Boise,ID,83702,2026-07-20,2026-07-23,Reefer,Beverages,17783,1952,1448,1225,190.07,PO-6500496,BOL338633,,Y,,,,2026-06-26 00:00:00
497,MF-10497,Dispatched,17,101,Chicago,IL,60608,Dallas,TX,75212,2026-08-23,2026-08-28,Flatbed,Beverages,35373,609,2169,1822,377.82,PO-6800497,BOL571829,PRO1505062,N,,Tyler Johnson,555-287-6129,2026-06-27 00:00:00
498,MF-10498,Delivered,18,81,El Paso,TX,79901,Albuquerque,NM,87102,2026-07-17,2026-07-18,Flatbed,Retail freight,43232,793,3116,2616,483.80,PO-6000498,BOL715467,,Y,,,,2026-06-28 00:00:00
499,MF-10499,Dispatched,19,95,Chicago,IL,60608,Dallas,TX,75212,2026-08-24,2026-08-27,Flatbed,Electronics,33325,565,2236,2041,193.13,PO-7000499,BOL213915,,N,,Kate Shah,555-600-7247,2026-06-29 00:00:00
500,MF-10500,Cancelled,20,14,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-14,2026-08-16,Flatbed,Lumber,40021,234,2127,1668,316.72,PO-5100500,BOL308665,,N,,,,2026-06-30 00:00:00
501,MF-10501,Cancelled,21,38,Newark,NJ,07105,Charlotte,NC,28208,2026-07-30,2026-08-01,Flatbed,Lumber,8723,531,1686,1422,197.03,PO-6000501,BOL530819,PRO2857975,N,,,,2026-07-01 00:00:00
502,MF-10502,Delivered,22,54,Kansas City,MO,64120,Denver,CO,80216,2026-06-25,2026-06-26,Van,Auto parts,39115,505,2668,2242,402.78,PO-7800502,BOL703027,PRO4405319,Y,,,,2026-07-02 00:00:00
503,MF-10503,In Transit,23,1,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-22,2026-08-24,Van,Beverages,40175,1122,3553,2934,486.49,PO-6900503,BOL704118,,N,,Darnell Murphy,555-819-5044,2026-07-03 00:00:00
504,MF-10504,Delivered,24,55,Seattle,WA,98134,Portland,OR,97210,2026-07-12,2026-07-15,Flatbed,Auto parts,38004,967,2135,1934,327.35,PO-8200504,BOL292355,PRO2602797,Y,,,,2026-07-04 00:00:00
505,MF-10505,Delivered,25,36,Kansas City,MO,64120,Denver,CO,80216,2026-07-26,2026-07-28,Flatbed,Lumber,22238,2041,1673,1468,254.70,PO-7100505,BOL531256,PRO3033912,Y,,,,2026-07-05 00:00:00
506,MF-10506,Cancelled,26,142,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-12,2026-08-17,Reefer,Freshline dairy,38288,234,2075,1691,271.01,PO-4400506,BOL769900,PRO8749462,N,,,,2026-07-06 00:00:00
507,MF-10507,Delivered,27,5,Dallas,TX,75212,Atlanta,GA,30318,2026-08-01,2026-08-05,Van,Steel coils,39769,1124,1959,1617,303.39,PO-4400507,BOL186558,PRO5065012,Y,,,,2026-07-07 00:00:00
508,MF-10508,Dispatched,28,36,Chicago,IL,60608,Newark,NJ,07105,2026-08-24,2026-08-28,Van,Auto parts,19039,338,2604,2076,401.39,PO-8200508,BOL900681,,N,,James Cole,555-302-3903,2026-07-08 00:00:00
509,MF-10509,Delivered,29,28,Houston,TX,77029,Los Angeles,CA,90021,2026-07-11,2026-07-13,Flatbed,Dry grocery,42267,1492,3580,2900,535.83,PO-8200509,BOL851210,PRO2724585,Y,,,,2026-07-09 00:00:00
510,MF-10510,Delivered,30,103,Houston,TX,77029,Los Angeles,CA,90021,2026-06-30,2026-07-01,Van,Dry grocery,23632,589,4542,3671,476.77,PO-4500510,BOL116817,PRO1244275,Y,,,,2026-07-10 00:00:00
511,MF-10511,Delivered,31,29,Houston,TX,77029,Los Angeles,CA,90021,2026-05-30,2026-05-31,Van,Auto parts,29439,840,1580,1324,143.41,PO-7500511,BOL757233,,Y,,,,2026-07-11 00:00:00
512,MF-10512,Delivered,32,30,Minneapolis,MN,55401,Chicago,IL,60608,2026-07-02,2026-07-03,Van,Frozen food,8785,977,2111,1651,306.94,PO-5300512,BOL581061,,Y,,,,2026-07-12 00:00:00
513,MF-10513,In Transit,33,52,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-16,2026-08-21,Van,Frozen food,19236,695,1817,1598,289.13,PO-4600513,BOL729006,,N,,Ryan Chen,555-508-9185,2026-07-13 00:00:00
514,MF-10514,In Transit,34,46,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-16,2026-08-18,Van,Retail freight,41490,1491,3892,3532,486.08,PO-8700514,BOL343715,PRO1222997,N,,Nia Nguyen,555-543-1289,2026-07-14 00:00:00
515,MF-10515,Delivered,35,138,Minneapolis,MN,55401,Chicago,IL,60608,2026-07-17,2026-07-19,Reefer,Beverages,17939,949,1963,1634,215.27,PO-5300515,BOL773226,,N,,,,2026-07-15 00:00:00
516,MF-10516,Available,36,,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-15,2026-08-18,Van,Steel coils,10595,1246,2700,,389.77,PO-6600516,BOL779525,PRO1397508,N,,,,2026-07-16 00:00:00
517,MF-10517,Delivered,37,27,El Paso,TX,79901,Albuquerque,NM,87102,2026-07-13,2026-07-15,Flatbed,Dry grocery,22578,1425,4123,3786,660.28,PO-6400517,BOL646802,,Y,,,,2026-07-17 00:00:00
518,MF-10518,Delivered,38,9,Salt Lake City,UT,84104,Boise,ID,83702,2026-08-17,2026-08-21,Van,Dry grocery,19382,1393,1979,1803,183.17,PO-7500518,BOL971598,PRO4428815,Y,,,,2026-07-18 00:00:00
519,MF-10519,Delivered,39,42,El Paso,TX,79901,Albuquerque,NM,87102,2026-07-02,2026-07-06,Van,Paper rolls,37377,1481,2122,1835,234.08,PO-5200519,BOL385066,PRO9072704,Y,,,,2026-07-19 00:00:00
520,MF-10520,Delivered,40,22,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-07-06,2026-07-10,Reefer,Freshline dairy,39588,220,4410,3707,421.54,PO-8800520,BOL499947,PRO2396415,Y,,,,2026-07-20 00:00:00
521,MF-10521,Dispatched,41,20,Newark,NJ,07105,Charlotte,NC,28208,2026-08-17,2026-08-22,Flatbed,Auto parts,39512,327,3257,2669,443.65,PO-6100521,BOL243294,PRO4283565,N,,Carlos Murphy,555-674-6011,2026-07-21 00:00:00
522,MF-10522,Delivered,42,82,Newark,NJ,07105,Charlotte,NC,28208,2026-08-25,2026-08-26,Flatbed,Retail freight,32454,966,3103,2828,549.38,PO-7100522,BOL422763,PRO2195114,Y,,,,2026-07-22 00:00:00
523,MF-10523,Delivered,43,95,Newark,NJ,07105,Charlotte,NC,28208,2026-08-10,2026-08-14,Van,Paper rolls,30844,1223,2445,2171,379.36,PO-8500523,BOL612357,PRO7177044,Y,,,,2026-07-23 00:00:00
524,MF-10524,In Transit,44,32,Seattle,WA,98134,Portland,OR,97210,2026-08-20,2026-08-22,Reefer,Freshline dairy,18579,205,4189,3353,438.76,PO-4700524,BOL908422,,N,,James Brooks,555-467-8462,2026-07-24 00:00:00
525,MF-10525,Dispatched,45,11,Louisville,KY,40210,Nashville,TN,37210,2026-08-20,2026-08-25,Flatbed,Paper rolls,33086,1380,4233,3480,748.26,PO-5900525,BOL869584,PRO2491048,N,,Sofia Kowalski,555-637-5143,2026-07-25 00:00:00
526,MF-10526,Delivered,46,139,Louisville,KY,40210,Nashville,TN,37210,2026-08-07,2026-08-10,Van,Plastic resin,8103,378,1426,1309,230.50,PO-4400526,BOL911329,PRO9807400,Y,,,,2026-07-26 00:00:00
527,MF-10527,Delivered,47,23,Detroit,MI,48209,Cleveland,OH,44113,2026-07-01,2026-07-03,Reefer,Beverages,37534,1341,3392,2732,593.09,PO-5300527,BOL294655,,Y,,,,2026-07-27 00:00:00
528,MF-10528,Dispatched,48,67,Detroit,MI,48209,Cleveland,OH,44113,2026-08-22,2026-08-26,Flatbed,Electronics,30423,240,1751,1458,188.54,PO-7700528,BOL346184,PRO2691296,N,,Priya Kowalski,555-281-5802,2026-07-28 00:00:00
529,MF-10529,Delivered,49,145,Chicago,IL,60608,Newark,NJ,07105,2026-08-25,2026-08-30,Van,Frozen food,25421,2088,4643,3626,651.41,PO-7100529,BOL596219,PRO8205036,Y,,,,2026-07-29 00:00:00
530,MF-10530,Delivered,50,51,Houston,TX,77029,Los Angeles,CA,90021,2026-07-16,2026-07-18,Flatbed,Plastic resin,14565,186,1634,1497,273.38,PO-6900530,BOL832229,PRO3329735,Y,,,,2026-07-30 00:00:00
531,MF-10531,Delivered,51,128,Chicago,IL,60608,Newark,NJ,07105,2026-06-19,2026-06-22,Van,Retail freight,35074,1532,4210,3672,536.86,PO-5200531,BOL103281,PRO6405343,Y,,,,2026-07-31 00:00:00
532,MF-10532,Delivered,52,121,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-20,2026-08-23,Reefer,Beverages,36043,2087,4427,3832,390.18,PO-7000532,BOL790318,PRO2685367,Y,,,,2026-08-01 00:00:00
533,MF-10533,Dispatched,53,130,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-17,2026-08-19,Van,Lumber,43962,1971,3439,3066,378.75,PO-6900533,BOL276216,PRO2940765,N,,Jamal Okafor,555-232-3094,2026-08-02 00:00:00
534,MF-10534,In Transit,54,22,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-23,2026-08-25,Flatbed,Frozen food,22442,1652,2737,2480,428.70,PO-5600534,BOL798281,PRO3065243,N,,Priya Chen,555-229-3625,2026-08-03 00:00:00
535,MF-10535,In Transit,55,29,Salt Lake City,UT,84104,Boise,ID,83702,2026-08-25,2026-08-28,Flatbed,Electronics,36636,1835,4078,3547,555.38,PO-5400535,BOL334410,,N,,Darnell Johnson,555-586-7252,2026-08-04 00:00:00
536,MF-10536,Delivered,56,138,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-14,2026-08-17,Flatbed,Paper rolls,28537,958,1875,1612,173.89,PO-7600536,BOL872714,,Y,,,,2026-08-05 00:00:00
537,MF-10537,Delivered,57,44,Salt Lake City,UT,84104,Boise,ID,83702,2026-07-07,2026-07-11,Reefer,Beverages,43277,1925,3819,3097,456.49,PO-6900537,BOL431272,,Y,,,,2026-08-06 00:00:00
538,MF-10538,Available,58,,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-19,2026-08-23,Van,Electronics,10250,1406,2560,,242.14,PO-6000538,BOL423896,PRO3071382,N,,,,2026-08-07 00:00:00
539,MF-10539,Delivered,59,81,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-06-06,2026-06-08,Reefer,Frozen food,22750,1614,2764,2215,419.23,PO-8700539,BOL155119,PRO4003461,Y,,,,2026-08-08 00:00:00
540,MF-10540,Covered,60,3,Newark,NJ,07105,Charlotte,NC,28208,2026-08-22,2026-08-24,Flatbed,Plastic resin,30826,1731,2782,2334,354.27,PO-6500540,BOL510059,,N,,,,2026-08-09 00:00:00
541,MF-10541,Dispatched,61,128,Newark,NJ,07105,Charlotte,NC,28208,2026-08-15,2026-08-17,Flatbed,Plastic resin,17015,1084,4306,3541,626.37,PO-8400541,BOL605876,,N,,Priya Brooks,555-531-1886,2026-08-10 00:00:00
542,MF-10542,Delivered,62,51,Newark,NJ,07105,Charlotte,NC,28208,2026-07-31,2026-08-01,Flatbed,Electronics,35991,1571,4617,4240,437.51,PO-5000542,BOL159067,,Y,,,,2026-08-11 00:00:00
543,MF-10543,Cancelled,63,86,Memphis,TN,38118,Houston,TX,77029,2026-08-19,2026-08-20,Flatbed,Retail freight,34476,681,3830,3220,363.30,PO-4200543,BOL224573,,N,,,,2026-08-12 00:00:00
544,MF-10544,In Transit,64,143,Kansas City,MO,64120,Denver,CO,80216,2026-08-16,2026-08-20,Flatbed,Frozen food,15998,1181,2904,2269,266.19,PO-8100544,BOL801279,PRO4773783,N,,Tyler Murphy,555-481-8292,2026-08-13 00:00:00
545,MF-10545,Delivered,65,145,Louisville,KY,40210,Nashville,TN,37210,2026-07-21,2026-07-22,Flatbed,Auto parts,16207,383,4040,3548,443.74,PO-6000545,BOL166582,PRO4101936,Y,,,,2026-08-14 00:00:00
546,MF-10546,Delivered,66,91,Indianapolis,IN,46225,Columbus,OH,43215,2026-07-06,2026-07-11,Flatbed,Beverages,16132,1723,3795,3246,614.35,PO-8800546,BOL317541,PRO2968404,N,,,,2026-08-15 00:00:00
547,MF-10547,Delivered,67,68,Louisville,KY,40210,Nashville,TN,37210,2026-08-25,2026-08-30,Reefer,Frozen food,24827,1923,3755,3037,360.93,PO-8800547,BOL136705,,N,,,,2026-08-16 00:00:00
548,MF-10548,Delivered,68,22,Dallas,TX,75212,Atlanta,GA,30318,2026-07-10,2026-07-15,Reefer,Frozen food,43002,1091,3527,3197,385.64,PO-4800548,BOL705103,PRO6250195,Y,,,,2026-08-17 00:00:00
549,MF-10549,In Transit,69,86,Chicago,IL,60608,Newark,NJ,07105,2026-08-17,2026-08-22,Van,Frozen food,16795,1413,1980,1627,323.26,PO-7500549,BOL326534,PRO5653927,N,,Maria Walsh,555-237-4081,2026-08-18 00:00:00
550,MF-10550,Delivered,70,33,Phoenix,AZ,85043,Denver,CO,80216,2026-08-16,2026-08-21,Reefer,Beverages,35875,1602,3038,2563,530.05,PO-4900550,BOL661936,,Y,,,,2026-05-01 00:00:00
551,MF-10551,In Transit,71,130,Phoenix,AZ,85043,Denver,CO,80216,2026-08-16,2026-08-18,Reefer,Beverages,36418,956,4765,3819,854.10,PO-4100551,BOL732928,,N,,Brett Cole,555-367-7876,2026-05-02 00:00:00
552,MF-10552,Delivered,72,58,Houston,TX,77029,Los Angeles,CA,90021,2026-05-30,2026-06-04,Van,Retail freight,17589,1959,2886,2618,455.43,PO-5400552,BOL386939,,Y,,,,2026-05-03 00:00:00
553,MF-10553,Delivered,73,144,Charlotte,NC,28208,Jacksonville,FL,32218,2026-07-08,2026-07-09,Van,Auto parts,14261,1263,2655,2289,426.60,PO-6200553,BOL834480,PRO5731119,Y,,,,2026-05-04 00:00:00
554,MF-10554,In Transit,74,44,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-26,2026-08-28,Reefer,Freshline dairy,41657,1640,3353,2893,355.10,PO-4900554,BOL789504,,N,,Elena Bennett,555-808-7597,2026-05-05 00:00:00
555,MF-10555,Delivered,75,129,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-19,2026-08-22,Van,Electronics,38714,1208,3275,2638,585.00,PO-5800555,BOL389221,PRO9734129,Y,,,,2026-05-06 00:00:00
556,MF-10556,Available,76,,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-22,2026-08-23,Reefer,Freshline dairy,13026,1674,1769,,253.79,PO-5500556,BOL198181,,N,,,,2026-05-07 00:00:00
557,MF-10557,Delivered,77,2,El Paso,TX,79901,Albuquerque,NM,87102,2026-06-16,2026-06-20,Reefer,Beverages,42891,1609,3439,2930,618.32,PO-4700557,BOL525167,,Y,,,,2026-05-08 00:00:00
558,MF-10558,Delivered,78,139,Salt Lake City,UT,84104,Boise,ID,83702,2026-07-02,2026-07-07,Reefer,Beverages,10775,1423,4772,4389,832.69,PO-6800558,BOL276718,PRO9783147,Y,,,,2026-05-09 00:00:00
559,MF-10559,Available,79,,Chicago,IL,60608,Dallas,TX,75212,2026-08-25,2026-08-28,Van,Lumber,35703,1194,2847,,498.93,PO-6400559,BOL278765,PRO2899743,N,,,,2026-05-10 00:00:00
560,MF-10560,Delivered,80,38,Atlanta,GA,30318,Miami,FL,33142,2026-06-17,2026-06-18,Reefer,Freshline dairy,22251,2070,1409,1244,192.87,PO-5900560,BOL774206,PRO1594402,Y,,,,2026-05-11 00:00:00
561,MF-10561,Available,81,,Memphis,TN,38118,Houston,TX,77029,2026-08-26,2026-08-29,Van,Electronics,31192,399,3285,,370.73,PO-4000561,BOL466709,PRO4123208,N,,,,2026-05-12 00:00:00
562,MF-10562,Delivered,82,78,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-13,2026-08-17,Van,Frozen food,8452,498,2029,1699,347.59,PO-8900562,BOL788530,,Y,,,,2026-05-13 00:00:00
563,MF-10563,Delivered,83,61,Kansas City,MO,64120,Denver,CO,80216,2026-07-18,2026-07-21,Van,Lumber,36793,511,1845,1694,268.68,PO-4800563,BOL470920,PRO1097479,Y,,,,2026-05-14 00:00:00
564,MF-10564,Delivered,84,37,Kansas City,MO,64120,Denver,CO,80216,2026-08-11,2026-08-13,Van,Auto parts,21041,1161,4447,3674,369.82,PO-8200564,BOL378711,,Y,,,,2026-05-15 00:00:00
565,MF-10565,In Transit,85,45,Louisville,KY,40210,Nashville,TN,37210,2026-08-14,2026-08-16,Reefer,Beverages,40768,207,4646,3637,443.94,PO-8900565,BOL817684,,N,,Andre Brooks,555-312-2767,2026-05-16 00:00:00
566,MF-10566,In Transit,86,138,Louisville,KY,40210,Nashville,TN,37210,2026-08-20,2026-08-25,Van,Plastic resin,17993,1673,1738,1540,182.10,PO-7200566,BOL295937,,N,,Nia Kim,555-488-8961,2026-05-17 00:00:00
567,MF-10567,Dispatched,87,120,Detroit,MI,48209,Cleveland,OH,44113,2026-08-15,2026-08-17,Reefer,Freshline dairy,17746,649,2172,1995,302.17,PO-4700567,BOL238722,PRO5594635,N,,Priya Okafor,555-825-3968,2026-05-18 00:00:00
568,MF-10568,Cancelled,88,109,Detroit,MI,48209,Cleveland,OH,44113,2026-07-02,2026-07-03,Van,Frozen food,23166,634,1608,1339,213.06,PO-6100568,BOL546772,PRO9554093,N,,,,2026-05-19 00:00:00
569,MF-10569,Delivered,89,35,Detroit,MI,48209,Cleveland,OH,44113,2026-07-18,2026-07-19,Reefer,Freshline dairy,10679,181,2411,1988,204.35,PO-4300569,BOL792511,PRO4556393,Y,,,,2026-05-20 00:00:00
570,MF-10570,Delivered,90,63,Houston,TX,77029,Los Angeles,CA,90021,2026-06-09,2026-06-10,Van,Steel coils,8895,1578,2889,2388,263.34,PO-7500570,BOL907889,PRO6556810,Y,,,,2026-05-21 00:00:00
571,MF-10571,Delivered,91,107,Phoenix,AZ,85043,Denver,CO,80216,2026-06-11,2026-06-16,Reefer,Beverages,16551,1469,3793,3162,639.95,PO-8700571,BOL731069,,Y,,,,2026-05-22 00:00:00
